Company Name,Ticker,Cash Ratio,Net Margin,Dividend ,5 Yr Hist. Div. Growth %,5 Yr Div. Yield %,Net Income Growth F(0)/F(-1),Cash Flow ,Net Income ,Pretax Income ,EBIT ,EBITDA ,Annual Sales,ROA (5 Yr Avg),Operating Margin 12 Mo,Inventory Turnover,Asset Utilization,Current Ratio,Debt/Equity Ratio,Debt/Total Capital,Book Value,Common Equity,Preferred Equity,Long Term Debt ,Current Liabilities ,Current Assets ,Intangibles,Inventory ,Receivables ,Current ROA (TTM),ROI (5 Yr Avg),Price as a % of 52 Wk H-L Range,52 Week Low,Last Close,Shares Outstanding ,Industry,Sector,Exchange,Div. Yield %,P/E (F1),Market Cap ,52 Week High,Beta,Last Qtr EPS,Last Reported Qtr ,Current ROI (TTM),Current ROE (TTM),Price/Book,PEG Ratio,P/E (Trailing 12 Months),5 Yr Historical Sales Growth,Sales Growth F(0)/F(-1),This Yr`s Est.d Growth (F(1)/F(0)),5 Yr. Hist. EPS Growth,12 Mo Trailing EPS,Last Reported Fiscal Yr ,S&P 500 - ETF
"Macy's, Inc.","M",".37497",".06","1.50999","12.548","3.46","149.91921","2102.24804","1547","1507","1828","2774","24837","6.2287","4.92","2.70549","1.2883","1.52","1.01","50.24","19.03","5661","0","5861","5075","7444","4385","5178","363","6.34","10.93999","100","17.53","33.84","304.8","Retail - Regional Department Stores","Retail-Wholesale","NYSE","4.46","9.12","10314.43","33.84",".73",".48","20180401","11.1","24.56","1.78","1.07","8.44","-2.83","-3.65","-1.55","-5.54","4.01","20180131","YES"
"Mastercard Incorporated","MA","1.34516",".31",".87999","36.44599",".62","-3.54768","6344","3915","6522","6676","8114","12497","24.725","40.44","",".6277","1.64","1.13","53.296","5.49","5497","0","5424","8793","13797","4155","0","1969","25.39","44.659","97.21","116.24","191.2","1043.97","Financial Transaction Services","Business Services","NYSE",".52","30.76","199607.06","193.35","1.17","1.5","20180301","46.45","91.56","34.96","1.62","37.64","9.96","15.97","35.74","14.13","5.08","20171231","YES"
"Mid-America Apartment Communities, Inc.","MAA",".0181",".21","3.48","5.9257","3.81","54.73093","813.109","328.36999","341.77999","496.52999","981.26","1528.99","2.7551","21.72","",".13364",".02","0","0","57.3","6573.88085",".00899","0","4907.60986","88.86","0","0","0","2.9","5.97139","11.43","85.39","88.24","113.79","REIT and Equity Trust - Residential","Finance","NYSE","4.18","14.72","10040.95","110.32",".34","1.44","20180301","5.1","5.1","1.54","2.1","14.9","21.33","35.87",".94","6.77","5.92","20171231","YES"
"Macerich Company (The)","MAC",".37257",".15","2.86999","4.92929","3.89","-71.73446","528.46002","146.13","177.25999","349.02999","716.85998","993.66","2.6282","5.88","",".10337",".98","1.56","60.868","24.18","3967.98999","0","5170.25976","384.10998","337.92001","0","0","194.80999",".61","2.80049","11.59","52.72","54.59","140.99","REIT and Equity Trust - Retail","Finance","NYSE","5.42","13.81","7696.78","68.86",".85",".82","20180301",".64","1.48","2.26","2.05","14.03","-1.02","-4.57",".62","4.07","3.89","20171231","YES"
"Marriott International","MAR",".12579",".06","1.28999","18.13899","1.33","75.89743","1945","1372","2836","3124","3414","22894","9.94909","7.82","",".92549",".49","2.2","68.785","10.09","3731","0","7840","6010","2747","18012","0","1991","7.24","80.79199","80.66","97.84","138.29","353.36","Hotels and Motels","Consumer Discretionary","NSDQ","1.19","25.24","48865.51","147.99","1.36","1.34","20180301","14.38","41.82","13.7","2.19","29.49","13.31","34.1","25.66","19.96","4.69","20171231","YES"
"Masco Corporation","MAS",".85872",".07",".405","7.20739","1.3","8.55397","770","533","885","1163","1315","7644","6.95179","8.05","5.79559","1.40999","1.69","16.23","94.19799",".59","176","0","2969","1628","3215","1028","796","1021","11.35","12.454","13.25","36.16","37.5","310.49","Building Products - Miscellaneous","Construction","NYSE","1.12","14.88","11643.41","46.27","1.52",".45","20180301","20.28","512.88","63.63",".97","18.84","-2.56","3.9","29.9","27.89","1.99","20171231","YES"
"Mattel, Inc.","MAT",".85125","-.22",".91","-13.183","4.85","-431.37226","-98.64","-1053.82996","-504.98002","-399.76999","-125.01001","4882","6.78709","-9.71","3.86199",".81217","2.25","2.92","74.51","2.86","1257.44995","0","2873.1101","1623.80004","3111.58007","1396.66003","600.70001","1128.60998","-7.88","9.2184","24.53","12.8","15.28","344.02","Toys - Games - Hobbies","Consumer Discretionary","NSDQ",".98","","5256.58","22.91",".98","-.6","20180301","-12.35","-32.79","5.35","","","-6.03","-10.53","58.33","-33.84","-1.37","20171231","YES"
"McDonald's Corporation","MCD","1.13893",".23","3.82999","5.451","3.07","10.79269","6792.19482","5192.2998","8573.5","9494.7998","10858.20019","22820.4","15.201","25.35","206.96699",".67083","1.74","-6.54","","-6.01","-3268","0","29536.40039","2890.60009","5327.20019","2379.69995","58.79999","1976.19995","17","19.009","46.63","146.41","161.31","785.18","Retail - Restaurants","Retail-Wholesale","NYSE","2.5","21.05","126656.97","178.36",".63","1.79","20180301","21.83","-167.8","","2.38","23.08","-4.75","-7.32","15.06","4.08","6.99","20171231","YES"
"Microchip Technology Incorporated","MCHP","1.14821",".06","1.449",".56454","2.73","55.13574","740.90002","255.39999","737.29998","236.11999","765.94","3980.8","11.871","32.56","3.37859",".49261","1.66",".54","34.901","14","3279.80004","0","1758.40002","2017.40002","3356.30004","4447.10009","476.20001","563.70001","16.04","15.06099","71.88","75.81","93.37","234.34","Semiconductor - Analog and Mixed","Computer and Technology","NSDQ","1.56","15.81","21880.62","100.24","1.08","1.4","20180301","21.41","38.62","6.67","1.08","17.04","19.69","16.81","8.81","22.38","5.48","20180331","YES"
"McKesson Corporation","MCK","","","1.29999","8.9911",".65","124.53498","3805","5070","6891","7199","8399","198533","4.8832","1.29","12.015","3.276","1.07","","42.775","57.43","11273","0","7305","35612","36948","14251","15278","18215","4.22","14.767","38.3","135.02","150.99","206.34","Medical - Dental Supplies","Medical","NYSE",".9","11.27","31155.17","176.72","1.31","3.41","20171201","13.01","22.98","2.63","1.39","12.04","12.31","4.01","5.59","12.78","12.54","20180331","YES"
"Moody's Corporation","MCO",".69471",".24","1.51999","13.06999","1.31","275.31881","1336.59997","1000.59997","1786.80004","1975.19995","2133.5","4204.1","18.60099","29.3","",".5369","1.47","12.19","92.416","2.19","-114.90001","0","5111.10009","2063.30004","2580.60009","5384.7998","0","1147.19995","15.73","33.66899","95.89","112.95","171.54","191.9","Financial - Miscellaneous Services","Finance","NYSE","1.03","22.08","32918.52","174.05","1.24","2.02","20180301","25.65","-1599.12","78.38","1.92","26.15","7.64","16.64","27.96","12.6","6.56","20171231","YES"
"Mondelez International, Inc.","MDLZ",".09098",".11",".81999","11.62699","1.68","76.13019","4086","2922","3124","3506","4322","25896","4.4461","13","5.94339",".41389",".5",".5","33.17399","18","26191","0","12972","15793","7520","39724","2557","3526","5.38","7.02759","20.27","37.57","39.52","1475.07","Food - Miscellaneous","Consumer Staples","NSDQ","2.23","16.15","58294.69","47.19",".87",".62","20180301","8.7","13.04","2.2","1.35","17.64","-9.01","-.1","14.38","7.94","2.24","20171231","YES"
"Medtronic PLC","MDT","","","1.84","14.244","2.01","13.84963","9323","4028","4602","5330","8258","29710","7.95359","21.61","2.5506",".30461","2.43","","33.98699","37.14","50416","0","25921","14220","24873","61922","3338","5591","6.58","10.017","67.14","76.55","85.11","1355.37","Medical - Products","Medical","NYSE","2.16","16.54","115355.8","89.3",".94","1.17","20180101","8.38","12.65","2.29","2.34","18.15","17.91","3.04","8.53","5.5","4.69","20180430","YES"
"MetLife, Inc.","MET",".08973",".06","1.6","8.8687","2.88","371.7647","4711","4010","3536","3536","3287","62094",".6735","8.15","",".08391",".15",".3","22.933","55.59","58870","0","16807","382431","56263","9590","0","21947",".68","6.6233","33.91","44.08","48.18","1016.53","Insurance - Multi line","Finance","NYSE","3.49","9.49","48976.45","56.17","1.24","1.36","20180301","6.7","8.7",".87",".83","9.91","-2.27","-2.18","12.76","-3.69","4.86","20171231","YES"
"MGM Resorts International","MGM",".54625",".18",".43999","",".3","77.97429","1637.64697","1960.28002","963.75","1632.48999","2658.95996","10773.9","1.29939","5.34","60.57699",".38297",".67","1.12","52.93399","20.48","11646.70996","0","12751.0498","3092.37988","2374.62011","5684.49023","102.29","583.09002","2.05","1.59979","29.86","29.69","32.18","556.79","Gaming","Consumer Discretionary","NYSE","1.49","24.29","17917.38","38.03","1.41",".34","20180301","2.5","5.45","1.6","2.36","32.84","1.34","13.95","29.9","40.77",".98","20171231","YES"
"Mohawk Industries, Inc.","MHK",".21321",".1","0","","0","4.43591","1465.31604","971.63","1317.84997","1348.95996","1795.63","9491.29","7.56599","10.75","3.42939",".80576","1.54",".22","18.037","98.47","7067","0","1559.89001","2655.35009","4072.95996","3363.21997","1948.66003","1558.15002","8.66","11.145","3.77","208.98","211.84","74.6","Textile - Home Furnishing","Consumer Discretionary","NYSE","0","13.7","15802.99","284.82","1.38","3.01","20180301","12.37","15.05","2.15","1.34","15.24","7.39","5.94","13.57","23.48","13.9","20171231","YES"
"McCormick & Company, Incorporated","MKC",".13793",".1","1.87999","8.5108","1.97","1.07982","692.79998","477.39999","594.79998","705.90002","852","4834.1","9.7291","11.61","3.59669",".55857",".86","1.43","58.76499","23.43","2570.8999","0","4443.8999","1947.30004","1617","7561.20019","793.29998","555.09997","6.49","15.65999","70.06","92.07","105.15","131.1","Food - Miscellaneous","Consumer Staples","NYSE","1.98","21.35","13785.69","110.74",".57","1","20180201","9.61","23.39","4.49","2.14","23.47","3.23","9.58","15.59","6.85","4.48","20171130","YES"
"Martin Marietta Materials, Inc.","MLM","2.22314",".18","1.72","2.06999","1.11","67.69477","753.23602","713.34002","618.91998","710.40002","1007.55999","3965.6","4.6394","10.8","5.12239",".47527","4",".58","36.82699","74.34","4682.47021","0","2727.29003","694.21002","2631.15991","2666.62988","600.59002","487.23999","5.13","5.86359","43.31","193.3","213.51","62.95","Building Products - Concrete and Aggregates","Construction","NYSE",".82","23.81","13440.76","239.96","1.15",".16","20180301","6.36","9.47","2.87","1.65","31.96","17.25","3.84","24.88","30.68","6.68","20171231","YES"
"Marsh & McLennan Companies, Inc.","MMC",".33528",".11","1.42999","10.621","2.04","-15.61086","2516","1492","2643","2880","3361","14024","9.29419","15.01","",".71762","1.52",".72","42.02799","15.81","7442","0","5225","4262","5562","10363","0","4133","10.77","15.038","59.46","73.71","81","507.38","Insurance - Brokerage","Finance","NYSE","1.85","18.69","41098.06","85.97",".97","1.38","20180301","16.87","29.38","5.12","1.47","19.19","3.03","6.15","10.57","11.92","4.22","20171231","YES"
"3M Company","MMM",".69363",".15","4.69999","15.04699","2.4","-3.80199","7164","4858","7548","7548","9092","31657","15.038","18.07","4.0528",".88503","1.65","1.11","52.52","18.59","11622","0","12096","7687","14277","13449","4034","4911","15.99","22.95199","9.29","194.39","200.36","593.69","Diversified Operations","Conglomerates","NYSE","2.72","19.23","118952.18","258.63","1.17","2.5","20180301","25.13","50.11","10.78","1.89","21.07","0","5.14","13.64","7.62","9.51","20171231","YES"
"Monster Beverage Corporation","MNST","2.46481",".24","0","","0","15.15266","892.64398","820.66998","1201.61999","1201.61999","1250.5","3369.04","19.957","25.19","5.6265",".7351","3.82","0","0","6.89","3895.20996","0","0","560.34997","2086.37011","2365.71997","255.74","449.47","18.52","27.05699","8.01","46.8","48.57","562.68","Beverages - Soft drinks","Consumer Staples","NSDQ","0","28.47","27329.46","68.91","1.24",".39","20180301","22.88","22.88","7.05","1.78","31.75","10.83","10.48","16.87","21.5","1.53","20171231","YES"
"Altria Group, Inc.","MO",".29107",".4","2.53999","8.78009","4.15","-28.21126","6729","10222","9828","10533","10742","25576","15.253","26.99","6.3722",".58521",".65",".85","45.84199","8.14","15380","0","13030","6792","4344","17707","2225","142","15.8","29.87","3.32","54.52","55.29","1892.65","Tobacco","Consumer Staples","NYSE","5.06","13.83","104644.53","77.71",".63",".95","20180301","25.29","49.92","6.8","1.61","15.32","1.45","-.65","18.25","8.9","3.61","20171231","YES"
"Monsanto Company","MON",".36308",".15","2.16","8.00839","1.82","69.16167","3190.27197","2260","2886","3338","4086","14640","11.19099","17.5","1.80809",".65649","1.41",".85","46.073","17.62","6458","0","7254","6398","8651","5112","3340","2988","11.49","16.884","98.04","115","125.49","440.8","Agriculture - Products","Basic Materials","NYSE","1.72","22.02","55316.09","125.7",".95","3.22","20180201","18.42","37.31","7.12","2.59","21.79","-1.65","8.43","3.64","3.42","5.76","20170831","YES"
"The Mosaic Company","MOS","1.19477","-.01",".6","-24.65901","2.69","-135.99732","1075.26","-107.2","374","512.09997","1203.30004","7409.4","6.98789","5.75","3.91589",".41784","1.73",".45","31.111","27.71","9639.0996","0","4878.10009","2031.09997","4616.5","1693.59997","1547.19995","642.59997","2.4","8.8134","92.3","19.39","28.02","385.42","Fertilizers","Basic Materials","NYSE",".36","18.85","10799.36","28.74","1.25",".2","20180301","3.11","4.44","1.01","2.69","22.24","-6.24","3.44","36.39","-26.89","1.26","20171231","YES"
"Marathon Petroleum Corporation","MPC",".3012",".05","1.51999","19.677","2.51","192.3339","4125.50976","3432","3344","3344","5522","75369","6.52409","2.55","11.277","1.62699","1.73",".91","49.14899","40.84","20828","0","12322","10478","13401","3586","5550","4695","4.15","11.13599","93.37","49.45","80.71","461.88","Oil and Gas - Refining and Marketing","Oils-Energy","NYSE","2.28","17.59","37278.23","82.93","1.36",".08","20180301","5.76","10.05","1.98","1.24","20.54","-9.09","18.95","20.71","-6.64","3.93","20171231","YES"
"Merck & Co., Inc.","MRK",".68749",".06","1.88999","2.27439","3.23","-38.92857","15570","2394","6521","6521","11158","40122","10.43799","27.85","2.4418",".45453","1.42",".63","38.80899","12.57","34569","0","21353","18614","24766","32467","5096","6873","12.66","15.47099","45","53.27","59.07","2696.19","Large Cap Pharmaceuticals","Medical","NYSE","3.25","14","159263.94","66.16",".76","1.05","20180301","19.46","30.93","4.7","2.26","14.23","-2.56",".79","6","3.41","4.15","20171231","YES"
"Marathon Oil Corporation","MRO",".69004","-1.2",".2","-33.147","2.09","-167.42991","2046","-5723","-454","-184","2188","4765",".74821","-1.11","7.1181",".23894","1.52",".46","31.34799","14.1","11708","0","5494","1968","2566","115","126","1082","-.26","1.1689","100","10.77","21.65","853.19","Oil and Gas - Integrated - United States","Oils-Energy","NYSE",".92","32.05","18471.65","21.65","2.29",".18","20180301","-.33","-.5","1.53","2.12","","-27.24","2.47","277.75","","-.07","20171231","YES"
"Morgan Stanley","MS",".4971",".14",".89999","43.82799","1.58","2.20772","8851","6111","10403","10403","12156","43642",".66508","17.26","",".05364",".82","2.75","71.037","40.09","69946","8520","192582","580685","448976","9045","0","160313",".93","2.29029","77.48","40.97","54.87","1770.26","Financial - Investment Bank","Finance","NYSE","1.82","11.62","97134.2","58.91","1.55","1.45","20180301","2.92","11.1","1.39",".91","13.42","4.26","15","31.19","14.26","4.09","20171231","YES"
"MSCI Inc","MSCI","1.54611",".24","1.32","50.55099",".79","16.53057","449.466","303.97","466.89001","582.97998","666.35998","1274.17","9.0942","30.71","",".41176","2.06","4.93","83.146","4.73","401.01","0","2078.09008","607.66998","1267.11999","1882.44995","0","327.58999","12.64","11.826","93.42","97.02","156.76","89.02","Business - Software Services","Computer and Technology","NYSE",".97","29.32","13955.45","160.97",".84","1.31","20180301","16.6","109.18","33.12","2.93","35.55","5.62","10.73","34.34","16.81","4.41","20171231","YES"
"Microsoft Corporation","MSFT","2.13674",".24","1.52999","12.77499","2.55","26.22931","34662","21204","23149","23149","31927","89950","12.92","28.15","15.642",".41784","3.4","1","49.997","10.29","72394","0","76073","64527","159851","45228","2181","19792","11.76","20.17799","93.94","67.48","96.18","7699.79","Computer - Software","Computer and Technology","NSDQ","1.75","25.34","740566.06","98.03","1.04",".95","20180301","18.34","36.49","9.35","2.12","25.79","2.99","5.43","14.67","6.37","3.73","20170630","YES"
"Motorola Solutions, Inc.","MSI",".71647","-.02","1.92999","14.184","2.1","-127.67858","1189.83496","-155","1076","1277","1620","6380","8.15979","14.15","9.04529",".7687","1.17","-3.45","","-9.49","-1727","0","4419","2931","3950","1799","327","1523","10.87","17.256","83.1","80.83","106.25","162.13","Wireless Equipment","Computer and Technology","NYSE","1.96","15.72","17226.87","111.42",".34","1.1","20180301","27.51","-73.43","","1.97","18.16","-7.11","5.66","23.76","11.34","5.85","20171231","YES"
"M&T Bank Corporation","MTB",".0704",".23","3","1.5684","2.21","7.0861","1703.42602","1408.30004","2323.8601","2514.73999","2711.8601","6018.94","1.19969","26.63","",".05104","1.05",".59","35.353","99.69","15019.32031","1231.5","8141.43017","94201.24218","98617.79687","4664.70019","0","91985.10937","1.36","5.7873","76.89","142.47","184.25","145.24","Banks - Major Regional","Finance","NYSE","1.63","14.72","26759.66","196.81",".91","2.94","20180301","6.67","10.91","1.91","1.08","18.03","6.15","5.19","33.9","1.97","10.22","20171231","YES"
"Mettler-Toledo International, Inc.","MTD",".32293",".14","0","","0","-2.1854","539.98297","375.97","574.21997","607","683.11999","2725.05","17.541","16.92","4.51569","1.13849","1.46","1.75","63.575","22.08","547.28002","0","960.16998","689.66998","1006.71997","766.54998","255.38999","528.60998","19.26","29.59399","10.74","546.43","562.1","25.39","Instruments - Scientific","Computer and Technology","NYSE","0","27.76","14273.33","692.3","1.21","3.74","20180301","31.38","90.7","25.45","2.15","31.25","2.76","8.64","15.26","13.21","17.99","20171231","YES"
"Micron Technology, Inc.","MU","1.04518",".25","0","","0","1943.84057","9075","5089","5196","5797","9783","20322","10.26599","40.35","3.86879",".70335","2.58",".29","22.73299","22.91","19470","0","9893","5334","12457","1615","3123","3759","28.38","13.19799","81.11","27","54.7","1159.77","Semiconductor Memory","Computer and Technology","NSDQ","0","4.96","63439.15","61.15","1.36","2.82","20180201","34.11","48.27","2.39",".5","6.14","14.01","63.9","122.52",".5","8.91","20170831","YES"
