Company Name,Ticker,ROA (5 Yr Avg),Annual Sales,Net Income ,Pretax Income ,Cash Flow ,Dividend ,Current Assets ,Current Liabilities ,Long Term Debt ,Book Value,Debt/Total Capital,Debt/Equity Ratio,Cash Ratio,Last Qtr EPS,Exchange,Current ROA (TTM),ROI (5 Yr Avg),Sector,Industry,Shares Outstanding ,Market Cap ,Last Close,52 Week High,52 Week Low,12 Mo Trailing EPS,5 Yr. Hist. EPS Growth,5 Yr Historical Sales Growth,P/E (Trailing 12 Months),Current ROE (TTM),Current ROI (TTM),5 Yr Hist. Div. Growth %,S&P 500 - ETF
"Northern Trust Corporation","NTRS",".80303","5715.5","1199","1633.90002","1704.43994","1.6","86041.90625","121562","3224.30004","41.04","23.989",".35",".42722","1.35","NSDQ",".91","7.42439","Finance","Banks - Major Regional","226.33","24072.02","106.36","108.84","85.03","4.82","11.81","7.01","22.07","12.77","8.78","6.8631","YES"
"Nucor Corporation","NUE","4.651","20252.39","1318.68005","1749.94995","1857.34802","1.5125","6824.41992","2824.76","3242.23999","28.58","26.302",".36",".47232",".65","NYSE","7.11","5.82159","Basic Materials","Steel - Producers","317.94","21575.19","67.86","70.18","53.48","3.55","18.55","-2.46","19.11","13.03","9.42",".67734","YES"
"NVIDIA Corporation","NVDA","13.40299","9714","3047","3196","3130.78295",".56999","9255","1153","1985","12.35","20.992",".27","6.23937","1.72","NSDQ","29.27","17.32299","Computer and Technology","Semiconductor - General","605","142568.25","235.65","249.08","95.49","4.91","43.38","18.64","47.99","45.02","34.45","16.28599","YES"
"Newell Brands Inc.","NWL","6.9347","14742.2","2748.80004","1429","2061.80004",".87999","6078","4316.7998","9889.5996","28.94","41.08499",".7",".20969",".68","NYSE","3.99","11.40499","Consumer Staples","Consumer Products - Staples","485.2","13629.27","28.09","54.85","24.81","2.75","12","27","10.22","10.47","5.84","9.37919","YES"
"News Corporation","NWS","5.0524","8139","-738","-615","657",".2","3815","2452","276","19.15","1.6454",".02","1.03548",".24","NSDQ","1.94","6.6454","Consumer Discretionary","Film and Television Production and Distribution","582.74","9556.9","16.4","17.55","12.55",".49","-15.12","-1.77","33.47","2.52","2.46","","YES"
"News Corporation","NWSA","2.83299","8139","-738","-615","657",".2","3815","2452","276","19.15","1.8214",".02","1.03548",".24","NSDQ","1.94","3.6117","Consumer Discretionary","Film and Television Production and Distribution","582.74","9411.22","16.15","17.22","12.28",".49","-14.16","-1.77","32.96","2.52","2.46","","YES"
"Realty Income Corporation","O","2.41319","1215.77","318.79","325.35998","906.19097","2.53699","126.43","109.51999","6111.47021","26.23","45.263",".83",".063",".76","NYSE","2.69","2.50379","Finance","REIT and Equity Trust - Retail","284.25","14300.39","50.31","62.07","47.56","3.05","6.85","15.22","16.5","5.11","2.8","3.9616","YES"
"ONEOK, Inc.","OKE","2.27439","12173.91","387.83999","1040.80004","935.471","2.72","1764.44995","2667.33007","8091.62011","13.85","58.733","1.42",".04832",".52","NYSE","3.19","3.0964","Utilities","Utility - Gas Distribution","410.63","23369.19","56.91","60.71","47.41","1.69","-.76","-8.53","33.67","10.46","4.06","15.10599","YES"
"Omnicom Group Inc.","OMC","5.0917","15273.6","1088.40002","1884.90002","1462.09997","2.25","14116","15108.90039","4912.8999","13.67","61.77999","1.56",".32574","1.55","NYSE","5.16","14.277","Business Services","Advertising and Marketing","230.27","17472.71","75.88","86.21","65.52","5.05","6.99","1.45","15.03","40.67","14.74","8.47939","YES"
"Oracle Corporation","ORCL","11.548","37728","9335","11517","12967.7998",".63999","74515","24178","48112","13.6","50.817","","2.85031",".7","NYSE","8.38","14.57699","Computer and Technology","Computer - Software","4139.6","212320.19","51.29","52.8","42.44","2.9","-1.75",".13","17.69","20.49","10.56","19.45199","YES"
"O'Reilly Automotive, Inc.","ORLY","12.76599","8977.73","1133.80004","1637.80004","1296.01403","0","3397.66992","3647.3601","2978.38989","7.68","82.01699","4.56",".02615","2.9","NSDQ","14.31","24.72999","Retail-Wholesale","Automotive - Retail and Wholesale - Parts","83.67","20654.16","246.85","275.93","172.85","11.82","20.21","8.38","20.88","119.05","30.22","","YES"
"Occidental Petroleum Corporation","OXY","3.52399","13274","1311","971","4688","3.05999","8270","7400","9328","26.88","31.197",".45",".38905",".41","NYSE","1.63","4.85059","Oils-Energy","Oil and Gas - Integrated - United States","765.15","50438.6","65.92","77.63","58.02",".89","-60.96","-19.15","74.07","3.29","2.27","4.03809","YES"
"Paychex, Inc.","PAYX","10.76299","3151.3","817.29998","1244.80004","998.40002","1.84","5272","4725.10009","0","5.48","0","","1.00074",".59","NSDQ","11.28","38.27399","Business Services","Outsourcing","359.19","23361.43","65.04","70.25","54.24","2.3","8.81","7.98","28.28","42.8","42.8","9.3787","YES"
"People's United Financial, Inc.","PBCT",".74431","1655.3","337.20001","467.1","429.565",".6875","33248.30078","34385.69921","3676","16.1","38.71099",".66",".0259",".3","NSDQ",".84","3.25","Finance","Financial - Savings and Loan","347.11","6827.69","19.67","20.08","16.07","1.02","5.98","3.63","19.28","6.69","3.86","1.5216","YES"
"PACCAR Inc.","PCAR","6.4949","19456.4","1675.19995","2173.30004","2609.30004",".99","15889.5996","6391.70019","5945.5","22.9","42.47999",".74",".64712","1.18","NSDQ","6.7","10.87899","Auto-Tires-Trucks","Automotive - Domestic","351.99","24220.2","68.81","79","62.32","4.26","7.09","2.86","16.15","19.65","11.13","5.54099","YES"
"Pacific Gas & Electric Co.","PCG","2.62299","17135","1660","2171","4757","1.54999","6281","7129","17753","37.85","47.691",".91",".51844",".63","NYSE","2.72","5.17049","Utilities","Utility - Electric Power","514.97","21602.96","41.95","71.56","38.24","3.67","7.42","3.34","11.43","9.93","5.26","3.2846","YES"
"Patterson Companies, Inc.","PDCO","7.00509","5593.13","170.88999","250.88","343.53799",".98","1803.58996","903.92999","998.27001","15.43","38.9",".64",".22887",".43","NSDQ","5.47","9.59759","Medical","Medical - Dental Supplies","94.82","2377.24","25.07","47.93","24.1","2.07","2.71","11.08","12.11","13.85","8.15","13.024","YES"
"Public Service Enterprise Group Incorporated","PEG","3.94829","9084","1574","1268","3776","1.72","3312","4168","12068","27.36","46.568",".87",".23296",".57","NYSE","3.63","6.70739","Utilities","Utility - Electric Power","504.77","24264.04","48.07","53.07","41.85","2.93","3.48","-2.67","16.41","11.25","6.03","4.50659","YES"
"Pepsico, Inc.","PEP","9.37549","63525","4857","9602","9893","3.1675","31027","20502","33796","7.83","75.47599","3.03","1.02702","1.31","NSDQ","9.71","15.998","Consumer Staples","Beverages - Soft drinks","1419.91","155380.53","109.43","121.76","108","5.23","3.67","-1.46","20.92","61.14","17.18","8.92119","YES"
"Pfizer Inc.","PFE","8.64179","52546","21308","12305","22354","1.27999","41141","30427","33538","12.02","31.88199",".47",".83287",".62","NYSE","9.42","14.74899","Medical","Large Cap Pharmaceuticals","5952.87","215017.47","36.12","39.02","31.75","2.65","3.54","-.55","13.63","25.21","16.43","7.1592","YES"
"Principal Financial Group Inc","PFG",".57631","14093.2","2310.3999","2252.19995","1908.90002","1.87","6887.7998","72063.60156","3178.3999","44.71","20.243",".25",".06671","1.19","NSDQ",".61","9.3921","Finance","Financial - Investment Management","289.66","17776.24","61.37","75.04","59.92","5.05","10.16","9.38","12.15","12.61","9.87","16.52","YES"
"Procter & Gamble Company (The)","PG","8.652","65058","15326","13257","13552","2.6981","26494","30210","18038","21.32","28.84799",".41",".57186","1.19","NYSE","8.99","13.93099","Consumer Staples","Soap and Cleaning Materials","2521","202411.41","80.29","94.4","78.52","4.09","-1.58","-7.15","19.63","20.66","14.75","3.5813","YES"
"Progressive Corporation (The)","PGR","3.9161","26839","1592.19995","2138.8999","1859.90002",".6808","10960.2998","25471.40039","3306.30004","15.96","29.096",".36",".12346",".79","NYSE","3.86","11.14299","Finance","Insurance - Property and Casualty","582.28","34232","58.79","58.85","38.87","2.46","8.8","9.15","23.9","15.96","11.25","25.18499","YES"
"Parker-Hannifin Corporation","PH","7.97709","12029.31","983.40997","1328.64001","1455.21301","2.57999","4779.70996","3395.8601","4861.89013","41.43","46.50699",".87",".38266","2.15","NYSE","7.8","12.89299","Industrial Products","Manufacturing - General Industrial ","133.05","23565.55","177.12","210.94","152.29","8.95","4.81","-2.42","19.79","23.15","11.96","10.34","YES"
"PulteGroup, Inc.","PHM","6.0447","8573.25","447.22","938.82","730.45697",".36","876.76","5281.83984","0","14.13","0","0",".05796",".85","NYSE","6.93","8.2277","Construction","Building Products - Home Builders","286.46","8396.29","29.31","35.15","22.15","2.23","12.53","10.94","13.14","15.52","10.14","17.99699","YES"
"Packaging Corporation of America","PKG","8.8613","6444.9","668.59997","828.59997","970.5","2.51999","1915.09997","832.70001","2499.3999","23.13","53.38299","1.15",".30311","1.56","NYSE","9.51","12.06099","Industrial Products","Containers - Paper and Packaging","94.35","11032.33","116.93","129.58","89.21","6.03","16.87","15.39","19.39","28.85","12.76","16.53","YES"
"PerkinElmer, Inc.","PKI","6.77239","2256.98","292.63","296.70999","432.52398",".34999","1199.94995","950.90002","1788.80004","22.71","41.678",".71",".31126",".97","NYSE","6.51","9.0178","Computer and Technology","Instruments - Scientific","110.5","8233.68","74.51","82.75","54.08","2.92","8.59",".85","25.52","13.3","8.74","0","YES"
"Prologis, Inc.","PLD","2.5864","2618.13","1652.31994","1815.56005","2532.21508","1.75999","481.29998","702.79998","9412.62988","35.02","33.47499",".51",".63608",".67","NYSE","5.55","2.7044","Finance","REIT and Equity Trust - Other","533.05","32564.27","61.09","67.4","49.29","2.81","14.19","10.21","21.74","9.12","5.8","11.793","YES"
"Philip Morris International Inc","PM","21.451","78098","6035","10589","8540.65039","4.21999","21594","15962","31334","-6.59","","-3.06",".56697","1.31","NYSE","18.29","47.324","Consumer Staples","Tobacco","1553.23","167282.86","107.7","122.9","98.69","4.7","-5.03","-1.46","22.92","-71.99","39.65","4.12989","YES"
"The PNC Financial Services Group, Inc","PNC","1.20239","18035","5338","5490","5544","2.59999","254346","273798","54299","100.6","53.29499","1.14",".1236","2.29","NYSE","1.18","4.64109","Finance","Banks - Major Regional","471.59","74846.12","158.71","161.83","115.8","8.51","3.09",".45","18.65","9.51","4.38","10.052","YES"
"Pentair plc","PNR","5.716","4936.5","666.5","489.20001","830.59997","1.37999","1748.80004","1199.40002","1440.69995","27.74","22.238",".29",".2803",".93","NYSE","6.86","7.6968","Industrial Products","Manufacturing - Thermal Products","182.03","12316.28","67.66","74.13","58.86","3.53","4.49","-6.51","19.17","13.41","9.09","9.65289","YES"
"Pinnacle West Capital Corporation","PNW","2.9653","3565.3","488.45001","766.21997","1084.31604","2.66","1016.28002","1197.84997","4789.70996","45.97","48.25699",".93",".26042",".19","NYSE","2.92","5.4187","Utilities","Utility - Electric Power","111.8","8725.97","78.05","91.81","74.34","4.35","3.21",".82","17.94","9.59","5.13","4.89239","YES"
"PPG Industries, Inc.","PPG","8.49759","14750","1591","2008","1973","1.7","6477","3894","4134","22.29","42.15399",".73",".47354","1.19","NYSE","9.03","15.76","Basic Materials","Chemical - Diversified ","249.88","28176.54","112.76","121.47","100.73","5.89","10.93","-.37","19.14","26.76","15.68","8.9898","YES"
"PPL Corporation","PPL","3.6958","7447","1128","1912","2658","1.58","2294","4023","19847","15.63","64.843","1.84",".29654",".55","NYSE","3.85","5.23969","Utilities","Utility - Electric Power","694.05","19655.49","28.32","40.06","27.73","2.25","-1.68","-11.47","12.59","14.75","5.29","1.60969","YES"
"Perrigo Company plc","PRGO","6.79379","4946.2","119.59999","280.1","1125.09997",".63999","2819.60009","1436","3270.80004","43.81","34.643",".53",".61413","1.28","NYSE","5.71","8.34469","Medical","Medical - Products","140.83","11662.43","82.81","95.15","66.14","4.94","-.94","10.69","16.76","11.54","7.25","15.236","YES"
"Prudential Financial, Inc.","PRU",".5687","53646","7863","6487","4874","3","52439","406886","17172","128.17","24.01099",".32",".1207","2.69","NYSE",".57","6.7009","Finance","Insurance - Multi line","422","44824.84","106.22","126.02","98.65","10.58","3.56","-2.74","10.04","9.29","6.89","14.69499","YES"
"Public Storage","PSA","12.48099","2668.53","1442.20996","1429.21997","1896.73706","8","433.36999","1768.52001","0","28.38","0","0",".24504","2.75","NYSE","13.02","13.15999","Finance","REIT and Equity Trust - Other","174.04","34346.99","197.35","231.19","180.49","10.01","8.74","8.31","19.72","27.48","14.46","12.14299","YES"
"Phillips 66","PSX","6.6788","104622","5106","3555","3609","2.73","14390","10107","10069","53.62","26.853",".37",".3452","1.07","NYSE","4.32","11.173","Oils-Energy","Oil and Gas - Refining and Marketing","466.5","43412.49","93.06","106.9","75.33","4.38","-16.97","-16.71","21.25","9.18","6.6","18.787","YES"
"PVH Corp.","PVH","5.352","8203.1","549","674.20001","871.90002",".15","2879.60009","1564.80004","3197.30004","67.81","37.762","","","3.02","NYSE","5.31","7.42929","Consumer Discretionary","Textile - Apparel","76.93","11049.36","143.63","156.25","89.75","7.59",".9","4.06","18.92","11.95","7.31","0","YES"
"Quanta Services, Inc.","PWR","5.2663","9466.48","314.97","353.75","496.26","0","2869.8999","1492.06005","670.71997","24.53","15.017",".18",".53881",".45","NYSE","4.58","7.33769","Construction","Engineering - R and D Services","153.74","5261.14","34.22","39.86","30.66","1.97","-3.58","6.7","17.37","7.75","6.67","","YES"
"Praxair, Inc.","PX","8.7437","11437","1247","2287","2874","3.15","3285","3307","7783","22.74","54.484","1.2",".26217","1.52","NYSE","8.4","11.692","Basic Materials","Chemical - Diversified ","287.14","43857.25","152.74","165.69","116.41","5.85","-1.01","-2.3","26.11","26.54","11.52","6.83489","YES"
"Pioneer Natural Resources Company","PXD","2.30019","5455","833","309","1873.69995",".07999","3010","2128","2283","66.28","16.83399",".2","1.0108","1.22","NYSE","2.25","3.0687","Oils-Energy","Oil and Gas - Exploration and Production - United States","170.3","29238.94","171.69","194.18","127.94","2.16","-27.4","9.2","79.49","3.45","2.82","0","YES"
"PayPal Holdings, Inc.","PYPL","5.7026","13094","1795","2200","2498.97998","0","32645","22863","0","13.31","0","0",".61759",".55","NSDQ","4.8","13.44499","Computer and Technology","Internet - Software","1200.16","94896.66","79.07","85.45","42.1","1.91","15.61","17.36","41.4","11.59","11.59","","YES"
"QUALCOMM Incorporated","QCOM","13.463","22291","2466","3020","7095","2.2","43593","10907","19398","16.16","44.755",".81","3.47721",".98","NSDQ","8.48","16.94199","Computer and Technology","Wireless Equipment","1480.36","94758.04","64.01","68.91","49.64","4.07","-1.61","-2.07","15.73","18.1","11.45","14.842","YES"
"Qorvo, Inc.","QRVO","18.02899","3032.57","-16.55","27.29999","1218.83105","0","1461.59997","418.82","989.15002","37.92","18.422",".23","1.4516","1.69","NSDQ","8.82","22.49399","Computer and Technology","Semiconductors - Radio Frequency","126.49","10523","83.19","83.34","63","4.93","4.3","29.09","16.87","11.72","9.71","","YES"
"Royal Caribbean Cruises Ltd.","RCL","4.7494","8777.84","1625.13","1625.13","2622.26293","2.16","843.02001","4790.25976","6350.93017","45.5","37.242",".59",".08621","1.34","NYSE","7.35","6.26609","Consumer Discretionary","Leisure and Recreation Services","213.75","25940.58","121.36","134.98","94.36","7.53","33.33","2.54","16.12","16.22","9.87","32.20199","YES"
"Everest Re Group, Ltd.","RE","4.5433","6608.07","468.95999","405.17999","421.268","5.05","4734.99023","14205.32031","633.39001","203.78","7.0356",".08",".08058","13.48","NYSE","1.63","11.43099","Finance","Insurance - Property and Casualty","40.84","10387.59","254.35","271.12","210.36","8.85","-6.55","3.5","28.74","4.51","4.19","23.502","YES"
"Regency Centers Corporation","REG","2.96589","984.33","176.07","98.47","496.63699","2.09999","220.36","234.27","3594.96997","39.58","34.80799",".53",".21078",".92","NYSE","1.62","3.138","Finance","REIT and Equity Trust - Retail","170.79","10029.05","58.72","70.37","55.58","3.7","8.59","12.79","15.87","2.71","1.77","3.11479","YES"
"Regeneron Pharmaceuticals, Inc.","REGN","22.288","5872.23","1198.51","2078.51","1707.04602","0","4335.02978","1135.47998","703.45001","57.09","10.27299",".11","1.43953","5.23","NSDQ","19.26","28.39599","Medical","Medical - Biomedical and Genetics","107.7","35960.77","333.91","526.53","315.82","16.31","14.78","31.91","20.47","28.48","25.33","","YES"
"Regions Financial Corporation","RF",".95463","6093","1263","1871","1794",".31499","83868","97389","8132","13.56","33.43199",".53",".04281",".27","NYSE","1","5.26809","Finance","Banks - Southeast","1122.56","22136.98","19.72","19.8","13.17","1","2.55","1.46","19.72","7.87","5.32","34.01399","YES"
"Robert Half International Inc.","RHI","18.802","5266.79","290.57998","517.51","390.074",".95999","1431.85998","747.89001",".64999","8.82",".05877","0",".93524",".65","NYSE","17.52","31.19599","Business Services","Staffing Firms","124.26","7286.7","58.64","58.64","43.24","2.59","11.96","6.17","22.64","29.31","29.29","10.225","YES"
"Red Hat, Inc.","RHT","6.6556","2411.8","253.69999","320.17999","408.32598","0","2315.69995","1891.06994","745.63","8.04","34.72399","","",".73","NYSE","7.66","13.092","Computer and Technology","Computer - Software","177","26520.55","149.83","149.83","81.31","2.67","16.05","16.4","56.12","26.23","16.82","","YES"
"Raymond James Financial, Inc.","RJF","2.0118","6524.88","636.22998","927.96997","824.66699",".87999","29820.42968","25770.28906","3419.81005","39.98","34.686",".53",".95828","1.61","NYSE","2.42","8.1392","Finance","Financial - Investment Bank","145.62","13631.02","93.61","98.26","71.78","5.62","13.49","8.31","16.66","14.87","9.89","11.13599","YES"
"Ralph Lauren Corporation","RL","10.51599","6652.8","-99.30001","-104.90001","784.40002","2","2954.5","1159.90002","588.20001","41.91","7.85059",".09","1.40822","2.03","NYSE","8.39","15.22099","Consumer Discretionary","Textile - Apparel","81.29","8732.06","107.42","118.87","66.11","6.02","-8.95","-2.03","17.84","14.64","12.96","4.9681","YES"
"ResMed Inc.","RMD","14.385","2066.74","342.27999","418.73999","513.42498","1.32","1644","360.11999","1078.60998","14.13","0","0","2.56903","1","NYSE","12.86","17.215","Medical","Medical - Products","142.93","13640.96","95.44","102.82","67.46","3.14","6.32","8.63","30.4","22.75","16.08","12.92899","YES"
"Rockwell Automation, Inc.","ROK","13.22","6311.3","825.70001","1037.40002","1047.59997","3.03999","4420.70019","2145.80004","1243.40002","16.87","36.498",".57","1.27062","1.96","NYSE","12.68","24.054","Industrial Products","Industrial Automation and Robotics","127.78","23142.96","181.11","207.92","148.43","6.96","3.52","-1.23","26.02","39.45","25.61","10.765","YES"
"Roper Technologies, Inc.","ROP","7.0187","4607.47","971.77001","1034.71997","1327.06701","1.39999","1759.40002","2029.40002","4354.60986","67.05","38.817",".63",".37901","2.7","NYSE","6.84","8.70069","Industrial Products","Manufacturing - General Industrial ","102.83","28023.3","272.53","285.33","204.99","9.41","9.66","7.32","28.96","15.28","8.57","20.173","YES"
"Ross Stores, Inc.","ROST","21.361","12866.76","1117.65002","1786.15002","1420.16394",".63999","2813.04003","1752.5","396.48999","7.41","12.18999","","",".72","NSDQ","21.9","38.374","Retail-Wholesale","Retail - Discount Stores","382.15","29799.75","77.98","85.46","53.03","3.13","12.6","7.4","24.91","43.21","37.86","17.33099","YES"
"Range Resources Corporation","RRC",".21322","2611.03","333.14001","82.12","837.04699",".07999","429.23001","755.46997","4108.7998","23.27","41.574",".71",".07817",".22","NYSE","2.64",".31597","Oils-Energy","Oil and Gas - Exploration and Production - United States","248.54","3755.43","15.11","29.9","12.71",".58","-22.21","-1.86","26.05","5.42","3.2","-18.137","YES"
"Republic Services, Inc.","RSG","3.5957","10041.5","1278.40002","1282.09997","1938.30004","1.33","1436.80004","2634.80004","7480.70019","23.82","48.444",".94",".12558",".61","NYSE","3.94","4.8417","Business Services","Waste Removal Services","331.21","22499.33","67.93","69.3","61.25","2.44","5.84","4.19","27.84","10.61","5.45","7.774","YES"
"Raytheon Company","RTN","7.46759","25348","2024","3113","2770.15209","2.39249","11326","7348","4750","34.46","34.562",".48","1.28034","2.03","NYSE","7.4","13.63099","Aerospace","Aerospace - Defense Equipment","288.51","62028.79","215","219.86","149.95","7.71","3.88",".9","27.89","21.36","14.26","9.4946","YES"
"SBA Communications Corporation","SBAC",".13934","1727.67","103.65","116.88999","784.427","0","259.52999","278.89999","9290.67968","-22.32","","-3.57",".60544",".23","NSDQ","1.63",".15383","Computer and Technology","Communication - Infrastructure","116.45","18244.76","156.68","174.73","114.65",".99","51.58","8.42","158.26","-5.43","1.88","","YES"
"Starbucks Corporation","SBUX","19.61599","22386.8","2884.69995","4317.5","4083.33496","1","5283.3999","4220.70019","3932.60009","4.1","44.226",".79",".72239",".65","NSDQ","20.73","30.187","Retail-Wholesale","Retail - Restaurants","1405.6","80105.15","56.99","64.57","52.7","2.2","18.49","11.53","25.91","56.35","32.72","24.207","YES"
"SCANA Corporation","SCG","3.2541","4407","-119","-231","1051","2.44749","1851","2113","5906","36.77","52.916","1.12",".27401","1.01","NYSE","3.16","4.93769","Utilities","Utility - Electric Power","142.64","5809.66","40.73","71.22","35.6","4.21","4.84","-2.07","9.67","10.61","5.02","4.60839","YES"
"The Charles Schwab Corporation","SCHW",".8645","8618","2354","3650","3011",".31999","67598","219996","4753","11.73","20.41799",".3",".13343",".44","NYSE","1.04","9.6491","Finance","Financial - Investment Bank","1346.47","72184.41","53.61","56.09","37.53","1.64","19.37","11.78","32.69","16.03","11.15","7.02489","YES"
"Sealed Air Corporation","SEE","5.0879","4461.6","814.90002","393.29998","491.89999",".63999","1866.40002","1378.19995","3230.5",".84","95.498","21.21",".45849",".58","NYSE","5.22","8.0338","Industrial Products","Containers - Paper and Packaging","167.38","7354.46","43.94","49.66","41.66","1.82","18.31","-8.67","24.14","74.28","8.66","5.8473","YES"
"The Sherwin-Williams Company","SHW","14.34","14983.79","1772.26","1528.20996","1911.37402","3.4","4465.83984","3987.17993","9885.74023","39.48","72.80699","2.68",".14043","2.95","NYSE","8.05","31.957","Construction","Paints and Related Products","93.99","36948.96","393.1","432.84","307.95","14.49","18.02","7.13","27.13","50.59","12.87","15.361","YES"
"Signet Jewelers Limited","SIG","8.63609","6408.4","543.20001","713.79998","731.40002",".93","4642.60009","1203.69995","1317.90002","35.41","37.97999","","",".15","NYSE","7.71","13.15699","Retail-Wholesale","Retail - Jewelry","60.52","3046.98","50.35","76.58","47.88","6.54","12.8","12.98","7.7","20.76","12.26","21.864","YES"
"J.M. Smucker Company (The)","SJM","5.6199","7392.3","592.29998","878.40002","1314.90002","2.92","1641.80004","1832.59997","4445.5","68.7","37.52999",".6",".16228","2.5","NYSE","5.72","7.35179","Consumer Staples","Food - Miscellaneous","113.6","14770.16","130.02","140.49","99.99","7.83","9.06","7.98","16.6","12.46","7.67","8.87329","YES"
"Schlumberger Limited","SLB","6.8849","30440","-1505","-1183","5922","2","18497","15282","14875","26.92","28.531",".4",".41663",".48","NYSE","2.81","9.30109","Oils-Energy","Oil and Gas - Field Services","1383.93","91561.02","66.16","80.72","61.31","1.5","-30.45","-12.02","44.11","5.27","3.75","11.845","YES"
"SL Green Realty Corporation","SLG","1.43309","1511.47","112.76999","27.81999","521.18402","3.1375","330.70001","3012.56005","3060.68994","73.59","29.391",".45",".08299","1.6","NYSE",".67","2.30299","Finance","REIT and Equity Trust - Other","90.33","8889.09","98.41","112.82","90.61","6.44","8.9","3.87","15.28","1.38",".96","20.589","YES"
"Snap-On Incorporated","SNA","10.39999","3686.9","557.70001","821.90002","686.29998","2.95","2119.30004","1193.30004","753.59997","52.14","20.22599",".25",".59339","2.69","NYSE","11.6","14.38099","Consumer Discretionary","Tools - Handheld","56.72","8851.32","156.05","183.76","141.51","10.13","14.71","4.26","15.4","20.54","16.28","17.08699","YES"
"Scripps Networks Interactive, Inc","SNI","12.043","3561.81","623.92999","1311.20996","1902.29504","1.2","1748.52001","573.27001","2522","23.92","44.77",".81","1.4543","1.38","NSDQ","11.7","14.819","Consumer Discretionary","Broadcast Radio and Television","130.1","11722.01","90.1","90.26","65.89","5.75","13.26","9.82","15.67","26.63","13.52","16.753","YES"
"Synopsys, Inc.","SNPS","6.96659","2724.88","136.55999","383.08999","326.00299","0","1682.58996","1614.09997","134.05999","21.12","4.01149",".04",".73303","1.1","NSDQ","3.99","10.78499","Computer and Technology","Computer - Software","148.73","12799.28","86.06","93.38","70.25","3.59","-3.63","8.75","23.97","6.72","6.46","","YES"
"Southern Company (The)","SO","3.45869","23031","880","1068","6474","2.29999","10072","13594","44462","24.08","63.233","1.84",".36582",".51","NYSE","2.74","5.55359","Utilities","Utility - Electric Power","1008.16","45205.85","44.84","53.25","42.92","3.02","1.57","5.85","14.85","11.96","4.31","3.4054","YES"
"Simon Property Group, Inc.","SPG","5.2399","5538.64","1947.95996","1864.31994","3414.15698","7.15","2224.97998","1269.18994","24632.46093","13.1","85.415","5.87","1.16791","3.12","NYSE","6.22","5.75979","Finance","REIT and Equity Trust - Retail","320.34","50440.11","157.46","179.4","151.3","11.22","6.94","2.11","14.03","44.93","6.9","11.427","YES"
"S&P Global Inc.","SPGI","17.06599","6063","1496","2461","1964","1.63999","4324","3214","3170","3.01","85.47699","4.13",".93497","1.85","NYSE","20.05","33.64599","Business Services","Business - Information Services","253.9","48334.94","190.37","193.3","128.2","6.9","15.63","2.93","27.59","199.44","32.22","9.52169","YES"
"Stericycle, Inc.","SRCL","7.51809","3580.7","42.4","-107.90001","642.90002","0","813.40002","969.40002","2615.30004","34.07","47.345",".9",".19527","1","NSDQ","5.61","9.49969","Business Services","Waste Removal Services","85.54","5389.29","63","87","60.05","4.34","5.32","15.88","14.52","13.83","7.11","","YES"
"Sempra Energy","SRE","2.9832","11207","257","1585","2858","3.28999","3341","6635","16445","55.04","52.066","1.09",".19638","1.54","NYSE","2.76","4.84479","Utilities","Utility - Gas Distribution","255.32","28261.84","110.69","122.23","103.36","5.42","4.52",".45","20.42","8.86","4.47","6.6373","YES"
"SunTrust Banks, Inc.","STI",".97504","9741","2273","2814","2792.15991","1.32","155741","166844","9785","48.16","28.006",".43",".07195","1.09","NYSE","1","5.46339","Finance","Banks - Major Regional","468.3","33094.77","70.67","72","52.3","4.05","4.85","-.39","17.45","9.18","5.92","37.31499","YES"
"State Street Corporation","STT",".88642","11813","2177","2899","3532","1.6","100007","204488","11620","50.92","34.24",".61",".36025","1.83","NYSE","1.07","7.03719","Finance","Banks - Major Regional","367.65","38916.09","105.85","112.71","76.31","6.42","6.82","1.97","16.49","13.41","7.51","11.458","YES"
"Seagate Technology PLC","STX","15.718","10771","772","815","1981","2.51999","5041","2626","5021","3.73","80.26799","4.07","1.0891","1.48","NSDQ","13.41","23.045","Computer and Technology","Computer- Storage Devices","284.83","15705.38","55.14","55.2","30.95","4.19","-11.37","-7.82","13.16","93.35","19.95","13.564","YES"
"Constellation Brands Inc","STZ","6.53579","8061.6","1535.09997","2093.3999","1687.30004","2.07999","3230","2697.60009","7720.70019","41.13","50.326","","","2","NYSE","8.65","8.0535","Consumer Staples","Beverages - Alcohol","194.71","42742.74","219.52","228.57","155.79","8.29","31.61","20.5","26.48","22.04","10.72","64.26399","YES"
"Stanley Black & Decker, Inc.","SWK","5.53599","12747.2","1226","1526.09997","1596.19995","2.42","4566.10009","4361.7998","2843","49.23","25.51399",".38",".20904","2.18","NYSE","5.91","8.94369","Industrial Products","Manufacturing - Tools & Related Products","154.11","23458.85","152.22","175.91","127.63","7.43","8.79","2.28","20.49","15.89","10.06","5.2676","YES"
"Skyworks Solutions, Inc.","SWKS","22.614","3651.4","1010.20001","1257","1371.40002","1.15999","2633.69995","387.89999","0","21.38","0","0","4.34519","2","NSDQ","26.8","25.48699","Computer and Technology","Semiconductors - Radio Frequency","182.48","20343.18","111.48","116.33","94.09","6.84","36.13","19.99","16.3","30.21","30.21","39.36999","YES"
